RI,Na,Mg,Al,Si,K,Ca,Ba,Fe,Type
1.482295341932895,-1.7779141030550076,-1.186048143040504,0.5037461051271277,0.09232870244583516,-0.1769840885042563,2.9663933457999536,0.0,0.0,5
1.3694052757178032,-1.6303827086142864,-1.1886400999079045,0.5832721501111285,0.06738741605859169,-0.14539457831657382,2.8008424496168836,0.0,0.0,5
-0.014912321052068744,-0.4243533946630127,-2.2764337079130366,1.286161649057839,0.8433270399020196,0.7436192304975118,1.560472646908833,0.060643173567028585,1.1715158185430674,5
0.2928052938041654,-0.4265978572550314,-2.02881809733465,1.4466014557077438,0.39934245239909383,0.6527819756986717,1.4555423669751164,0.11047388822662085,2.1341545961541026,5
1.713865142397231,-0.09272761121975237,-2.43434986336,0.42938042617088434,0.15912015631162268,-0.7322556501835678,3.3019895427262993,0.0,1.4935483950192878,5
0.5707949084638448,-0.5576550515543487,-1.2135843315617882,1.1835700169159342,-0.13549239774415323,0.09491493169734322,1.5875793393777526,0.008338726256606893,0.16108902521926538,5
1.814033139730425,-1.0283503798338636,-1.7324264987249558,0.4951346478892787,-0.21571875950677166,-0.31030179759791104,3.372215205974596,0.0,0.0,5
0.6836146954136162,-0.4294483833223527,-1.7143398096860565,1.6503641972735115,-0.16452956073510017,0.5374162914548054,1.3222781730134978,0.17376019631458958,3.3567309664408236,5
1.3591219394004024,-0.9240760406058182,-2.03047611557011,0.39730366127436034,0.7859328865392099,-0.6180769100303887,2.9824675192118923,0.0,1.7913037716747677,5
2.1447214602089586,-0.13048875840612056,-2.347628383636212,0.5152150792962872,-0.5713558313100777,-0.4483540815428117,3.766480468673707,0.0,0.0,5
1.0962687696862947,-0.4304034352080276,-1.4000108324697715,1.840181689262753,-0.7309179550192579,0.3961438472467314,1.209191648732017,0.23624726238211344,4.603669196417177,5
0.4189903006280685,-1.0166721731430692,-1.988152131139267,0.8310943888164961,0.8404175356856228,0.41312347681748224,2.252706224134518,0.0,0.0,5
0.18026477684827086,-0.5066656224043249,-1.7485414440148628,1.132167067304057,0.4778761056830009,0.3877212056107299,1.636117961027588,0.0,0.0,5
0.9339875552694383,-0.47050632525954894,-1.333009547321429,1.6568605271991925,-0.5664401459466433,0.31883725994978673,1.3058704335088829,0.16956283806767086,3.275645639055665,5
1.087925005798282,-0.4356284399115375,-1.401976693787304,1.8469965078545576,-0.7269113057585659,0.4055201042001516,1.2105001458371853,0.23662084254837973,4.571084323877312,5
1.5112187976457363,-0.20166907287504848,-2.381939412162046,0.39527029492046806,0.47466194104588444,-0.8171248550095949,3.078361556235943,0.0,2.0393102077213325,5
1.4631275062483249,-1.3870178511937596,-1.5166075173671527,0.4444704706377752,0.2930701749029211,-0.3919661071811047,2.9780502835409237,0.0,0.7347659253371615,5
-1.121109777866826,0.5970529177292253,-1.0091330325178964,4.667001074638281,-3.4795075055450857,4.313551336236746,-2.689560232033262,1.7383861891686525,0.0,5
1.5920938589855427,-0.09704737159367377,-2.0377971130246446,0.7734799592904451,-0.47144546654478703,-0.27014330417412236,3.0030243306180613,0.0,0.0,5
1.392939561522669,-0.26525528205400184,-2.3513488375323317,0.37536112619944156,0.6588352174454454,-0.8666607335348381,2.9478358985920554,0.0,2.3578567395657575,5
0.8897206091740477,-1.0035025045386163,-1.1996536638761093,0.9211887237183329,-0.03859137414817501,-0.011166615053732426,2.097395024222606,0.0,0.0,5
1.3036707918698744,-0.31373458727557557,-2.2527026609353875,0.49119675008594177,0.6378655139743805,-0.7842178801040349,2.7274042798699982,0.020409677869492604,2.723266079768429,5
2.156178522701603,-0.0993813497998568,-2.368942733144599,0.5159107880445624,-0.5836772708772671,-0.4531370555593123,3.780140224624222,0.0,0.0,5
-0.6947900544396031,-0.3895573584320343,-1.9618639999009606,2.6355637268192336,-1.6436639318943491,6.517878412306497,-0.2507737707920019,0.0,0.0,5
2.104669162541155,0.1321712139976567,-2.4470307005009886,0.5834427704357517,-0.6479948399691641,-0.4443440952155558,3.6934050166243217,0.0,0.0,5
0.9678867337906593,-0.5166176953418158,-1.8274203405984115,1.4253965035780736,-0.022407524182835425,0.1231021939397084,1.9124690154806943,0.15100361947241608,2.917115290374163,5
1.1487764173194495,-1.7913839688080273,-1.276768812613851,0.7030625807622037,0.5177805659610492,0.05546493341746741,2.702500909652686,0.0,0.0,5
2.018356907648173,-0.47358488556608536,-2.112543846000087,0.5075418275579062,-0.43545771616823986,-0.39560073644296767,3.61582152360078,0.0,0.0,5
0.98795291681931,-0.5136517283301305,-2.477872932937543,0.5517764189509953,1.035056684325398,-0.587865721945485,3.036275412952104,0.0,1.0403328854393212,5
2.0627881864994815,-0.3529482086679863,-2.195202364023305,0.510239834085649,-0.48324110895420064,-0.4141494396906049,3.6687949996613165,0.0,0.0,5
0.10158927021723008,-1.1345024321269854,-1.796194458365843,1.9530898968304733,-1.2128802593447354,5.059297219652382,0.9220780997954581,0.0,0.0,5
1.3985634665030968,-0.8864069118224336,-1.893676698019811,0.4071506225834341,0.5120135678958463,-0.6245934431469614,2.928611662944811,0.0,1.5707315634870294,5
0.5793889869401774,-0.5979428436913854,-1.2067788805261557,1.1398035884018785,-0.10715427011109799,0.07567206146399247,1.6423002590474653,0.0,0.0,5
0.8715591786027851,-0.835862212225527,-2.3673764097106487,0.6509139996196948,1.0509893332539417,-0.3466713420498907,3.1310408787899364,0.0,0.0,5
0.8466938261978677,-0.3357941484694722,-2.4013551602365655,0.5660147936035347,0.9388104312042804,-0.40885996203852826,2.5418298185427752,0.0,1.8371296574319718,5
0.7625650724103805,-0.9958644113506295,-1.2318800093221698,0.9981919584714322,0.10942459189521786,0.07350064699694464,1.990382768566652,0.0,0.0,5
-1.3737981364250815,-0.2929412159690192,-2.5777779,3.1367207404405204,-1.7979470866808143,8.975420570413931,-0.8795921811576379,0.0,0.0,5
2.199032148856959,0.17436940440098314,-2.522368905730784,0.548457712577919,-0.6804968469775854,-0.4764137379533501,3.8205012359981367,0.0,0.0,5
1.7364611218214532,-1.2389684557198926,-1.5881140187289562,0.4904242318017972,-0.13229432751262404,-0.27791784697319144,3.279729472052323,0.0,0.0,5
1.5114893264289562,-1.890563723896592,-1.1991493264124686,0.47727248,0.1815333908542413,-0.1620875246292912,3.0465438348624008,0.0,0.0,5
1.514345935590749,-0.13181547085556938,-1.975724162203604,0.802304985971883,-0.44466628490029314,-0.24372035780262907,2.8983067129011624,0.0,0.0,5
1.1677022861729327,-0.3550404365130143,-2.106212605391317,0.5240947153028694,0.5896841269969724,-0.698316580374194,2.615022186334649,0.0,2.0319874486789553,5
0.3159513875330464,-0.529482886239426,-1.350249983091441,1.438633834107112,-0.40296783759607235,1.3015963069982721,1.2513326686919188,0.0,0.0,5
1.053696400860572,-0.4722938045636914,-2.4495350889836174,0.5148903847562727,0.9825609803817886,-0.6482446579383243,3.0038656828507553,0.0,1.3354212262350893,5
0.6434499416858553,-1.5359939082699825,-1.8642954900540616,0.7452625382114024,1.0719020379149398,0.39650525665007147,2.566396068343244,0.0,0.0,5
0.7419492190359039,1.437809524658669,-2.550939887374589,-1.6708828517051224,0.8232509448473373,-1.1666666,2.7537710112180793,0.0,0.0,6
0.7086829530913857,1.0895238621938996,-1.877172738705125,-1.233529999816093,0.5250784129185738,-1.1666666,2.205311133603242,0.0,0.0,6
0.28296758963403223,1.250959200609309,-1.2014623381024887,0.7957869810474416,-0.4259289258202566,-1.1666666,1.0067189384694324,0.0,0.0,6
0.5299379283467547,0.8501932116925276,-0.9225728211991457,0.3294279760355358,-0.424892488305526,-1.1666666,1.158423726449447,0.0,0.0,6
0.24156547016136004,1.2826888156851322,-0.9128392107068626,0.6066660986471953,-0.5037903008027586,-1.1666666,0.726715154720371,0.0,0.0,6
0.5626825050973661,0.9882057275376577,-2.5777779,1.5623110240396458,-0.018325115029368733,-1.1666666,2.464176436580222,0.0,0.0,6
0.4927746244357214,1.0371851939525014,-2.2598594179575757,1.4771513842429576,-0.13707953954323648,-1.1666666,2.117852480575884,0.0,0.0,6
0.5235470494851536,1.2495945520194551,-2.401778857058679,1.4395114674718348,-0.1422740026118318,-1.1666666,2.146998030826629,0.0,0.0,6
0.7262627471707326,1.4616206496054636,-2.521345130615254,-1.5335155763268389,0.7601093676953463,-1.1666666,2.683823091325851,0.0,0.0,6
0.4234715194372368,0.967840663344676,-0.8424926473446024,0.5203316581039621,-0.5117497407627055,-1.1666666,0.9377541863638451,0.0,0.0,6
0.6002294289988703,0.7550859900448483,-1.5783463615822784,0.5366754453387921,-0.036228478748884185,-1.1666666,1.783407152536916,0.0,0.0,6
0.515655509708295,1.013871683396499,-2.375284823878217,1.5514588103646225,-0.1055785478119309,-1.1666666,2.239029156674836,0.0,0.0,6
0.37192390317733603,1.0570607404206773,-0.8624271006947554,0.544796675231493,-0.5094942349214632,-1.1666666,0.8779510128997204,0.0,0.0,6
0.504316475740593,0.8279119187015911,-0.8112283498473373,0.481961828727881,-0.5152871743902437,-1.1666666,1.0315467862220502,0.0,0.0,6
0.6279661142158671,0.6190750775518694,-0.9544724852188686,-0.1781553082728773,-0.027434809344826304,-1.1666666,1.3662946164678347,0.0,0.0,6
0.5283993809079695,1.207972519645427,-2.4282605974251,1.4759701508823455,-0.12843747854200468,-1.1666666,2.192831818399983,0.0,0.0,6
0.5726503478467667,1.021592360578889,-1.200065758701641,0.05821080356287078,-0.13552430242088734,-1.1666666,1.3233822019167691,0.0,0.0,6
0.6937142709687103,1.2780523139700497,-2.5777779,-0.7115501406822065,0.5903619282631757,-1.1666666,2.703244380125858,0.0,0.0,6
0.5970722426504236,0.7705677173241947,-1.6493601135932834,0.6180425546056809,-0.03722943660588984,-1.1666666,1.8308858614864745,0.0,0.0,6
0.4850644229431132,1.295952898669324,-1.3479974571692162,0.6627092341789728,-0.44159803629952255,-1.1666666,1.2282247770977213,0.0,0.0,6
0.5481061395045936,0.9429960116937726,-2.250517025144045,1.4591522307155782,-0.1363476937634598,-1.1666666,2.1912254072669404,0.0,0.0,6
0.4531479146278217,1.8534599550209419,-2.0175735238148373,0.9105575386307825,-0.343018601253286,-1.1666666,1.4820271722354414,0.0,0.0,6
0.5319896617435945,1.1771760277838874,-2.447854659876091,1.502946237413739,-0.11819971799539766,-1.1666666,2.2267446233611143,0.0,0.0,6
0.6303613003949133,0.607329930096289,-0.9005982001540505,-0.23988412438817353,-0.026675436865565734,-1.1666666,1.3302750930935219,0.0,0.0,6
0.622440764237301,0.6076606311144621,-0.7941507117688844,-0.2751956597656525,-0.07674724033952202,-1.1666666,1.2354463379152778,0.0,0.0,6
0.5433449250538109,1.372745969859298,-1.910589700312096,-0.826758994567983,0.3241417476217757,-1.1666666,1.9697669461978058,0.0,0.0,6
0.6446172081959236,0.6488180492918487,-0.9320615671879866,-0.47549814749527797,0.045602621390125164,-1.1666666,1.3798731348928692,0.0,0.0,6
0.4592964242072326,1.8007196447521605,-2.0511291943028036,0.9567552412749581,-0.3254859981856017,-1.1666666,1.5401043020519194,0.0,0.0,6
0.27059307544812533,1.4204006906374538,-1.130470459621637,0.6670861251548732,-0.4735646435091593,-1.1666666,0.8550835379930615,0.0,0.0,6
0.5510077773776192,1.0140435960438812,-2.551646581036034,1.64584155855877,-0.06396916533866373,-1.1666666,2.406384511089462,0.0,0.0,6
0.3773634544654467,1.6946750670567456,-1.6481614333576158,0.7976370568026478,-0.4013082294905754,-1.1666666,1.2102379191244368,0.0,0.0,6
0.5612137147600358,0.722570360953666,-0.8016492236887083,0.15043035006060274,-0.3250474691862777,-1.1666666,1.1265964390632557,0.0,0.0,6
0.3048427181501866,1.1731667591412274,-0.8883686834607643,0.5766340803279715,-0.5065590457576551,-1.1666666,0.800126507414714,0.0,0.0,6
0.5213212483567888,0.8385828218000324,-1.1106054615539442,0.6835659118425864,-0.4360132917847674,-1.1666666,1.284250321386072,0.0,0.0,6
0.3442214491469452,1.1885471705091477,-1.5104648751222762,0.9947135779076812,-0.3415983896963017,-1.1666666,1.331118060513199,0.0,0.0,6
0.5481804800857456,0.747030881069203,-0.8032454114258833,0.24103219543626686,-0.37790246023792673,-1.1666666,1.1034258586070158,0.0,0.0,6
0.6645405813687334,1.2135191506721206,-2.5777779,-0.20528420301506567,0.4548402343711765,-1.1666666,2.6500168750859485,0.0,0.0,6
0.5776260345984292,0.6858584406078875,-0.8103386239541719,-0.22591488752986674,-0.09251409191577264,-1.1666666,1.1807831644908888,0.0,0.0,6
0.5544033494530579,0.7270571334532168,-0.8175011430015667,-0.17032880491789182,-0.11970185019515872,-1.1666666,1.1495915640362824,0.0,0.0,6
0.25731720338446484,1.2541090572021005,-0.9091307356439812,0.5407799645834483,-0.46751289258347545,-1.1666666,0.7505596557637214,0.0,0.0,6
0.23382007033446617,1.309525533614523,-0.9402765723970814,0.5820457014403184,-0.4850036970549605,-1.1666666,0.7373131654634544,0.0,0.0,6
0.3991274351469132,1.750582916075829,-1.7536871086905799,0.8242484445347141,-0.38657954524981436,-1.1666666,1.282632277569371,0.0,0.0,6
0.27120262667983164,1.4219665208378387,-1.1334259532106672,0.6678314393695338,-0.4731521322249522,-1.1666666,0.8571111114872927,0.0,0.0,6
0.6344951104756029,0.5850372696842201,-0.7926744090607627,-0.35899266344745906,-0.027862034288889614,-1.1666666,1.2568766433108305,0.0,0.0,6
0.7115202993500724,1.3044956784628416,-2.251076256824299,-1.3760486280524984,0.6228525364360643,-1.1666666,2.4897961289575674,0.0,0.0,6
0.6010155255661322,1.38452518715735,-2.0913782215524566,-1.0892471650157027,0.4749015427879125,-1.1666666,2.199397454232703,0.0,0.0,6
0.6127393191990428,1.386919771426159,-2.128130523338671,-1.142608099600593,0.5055493375215572,-1.1666666,2.2460787903746136,0.0,0.0,6
0.7008270474422331,1.2777421412516823,-2.172841669297571,-1.2756143686600678,0.5611516046614565,-1.1666666,2.411392590087021,0.0,0.0,6
0.26607086208450703,1.316112756231995,-1.0413778770050506,0.4352559810844502,-0.4006951808441209,-1.1666666,0.86572808794215,0.0,0.0,6
0.606712678829481,0.7232944216406703,-1.4325203491510259,0.3695889198217403,-0.03417302204134047,-1.1666666,1.685910109986268,0.0,0.0,6
0.5282131398283287,0.7845051950231884,-0.8056908230569471,0.3798371751497382,-0.45887802900543057,-1.1666666,1.067927774248553,0.0,0.0,6
0.2719069333919561,1.2622289885997697,-1.1456655137540608,0.7598666533689327,-0.4411565552005803,-1.1666666,0.94814194099222,0.0,0.0,6
0.7105892789447803,1.102637404949819,-1.9052952535300922,-1.256085824619718,0.5393455864129114,-1.1666666,2.2298726804936044,0.0,0.0,6
0.6221007829627391,1.1196409172906494,-2.5777779,0.5311952971449738,0.2576929606708398,-1.1666666,2.5725853052529173,0.0,0.0,6
2.1541180491286553,1.4127341750101023,-0.6352521289220304,-0.1863227363072399,-1.668795668051629,-0.20378194101130775,0.13489225490332207,0.7983785707659062,0.0,7
0.8487377508000792,1.3169035987313797,-1.072549386757402,1.368266792802246,-1.741378722993078,-0.21644653389685414,0.7786570510917894,0.30389433850359415,0.0,7
0.35388479269164264,1.2309167726564814,-0.21239403774969004,1.8807594262899692,-1.9726644329897551,1.7631968501062352,-2.8800026251606763,1.6323332831606807,0.0,7
-0.5674524524958674,0.6935649072493163,-1.230487572410472,1.0256477175863545,0.3414441262561101,-1.086839638225737,-0.0060047500987909785,0.7828326986079305,0.0,7
0.25473816860609777,1.1743714970669399,-0.725062701164071,1.7656622391882764,-1.4531313707146862,1.8507529310585304,-2.851306592652953,1.9209641755378801,0.0,7
2.0364971892329677,2.6636650447673387,-1.3450443597269988,0.009993346338097578,-2.664215283846541,-0.5793499526155657,0.010751905,1.6682211635107334,0.0,7
1.4929966471579084,2.1394886293018427,-0.8179941313759596,0.6983378317661892,-2.5623645835862,0.39345020658567864,-1.1463997150829528,1.6609193004666543,0.0,7
1.0625229194508927,1.7777523573491176,-1.5714196200901092,1.387635767202312,-1.856453322896855,-0.1888981499852686,0.7743742697143811,0.5928160864641022,0.0,7
2.0674394726978766,0.24800752526619974,-0.12246035462141114,-0.2696783234471553,-0.5442795215816756,0.07320203011903748,0.2433443593302236,0.028172111844595893,0.0,7
1.1133339070695687,2.2211526834592794,-1.8549453538145015,0.6410597927701238,-1.4353294934938274,-0.8222843196638907,-0.029399690211427312,1.6379913396076817,0.33946390963227013,7
-0.2215422900752444,1.0711815360555996,-2.349532627047588,3.216252329818653,-0.6278479746735219,-0.8015822480119725,0.711004549672616,0.9115368311404999,0.0,7
2.124712038847855,1.0175965845347543,-0.4612857255970292,-0.21460141084633982,-1.2872996314799052,-0.10981415983552467,0.1716850107268874,0.5370833351725302,0.0,7
0.2489682004134205,1.190848361591748,-1.2508353060949067,1.5677278196775317,-1.0121969320483575,1.8280728894700138,-2.6921077757467047,2.1931240649619284,0.0,7
0.2605552676519954,1.1577600445067184,-0.19499542585676696,1.9652134471737042,-1.8976674958400386,1.8736182301173563,-3.011805793863222,1.646581201449833,0.0,7
-0.00152843631163746,1.890324265388013,-2.499429166248434,0.958360779077322,0.0780325279738161,-1.1293385691397422,0.010751905,1.5575137717609693,0.0,7
0.7104464156776091,1.7953462790470047,-1.866099409461161,1.2807839224811102,-1.235502443992508,-0.47520632338232144,0.5507719184591136,0.8730967376605859,0.0,7
0.8833607279904342,1.3322069178438536,-1.0680555520633461,1.3771304434224654,-1.79297914194001,-0.19357612586182865,0.7955865863218997,0.2929165419303362,0.0,7
2.2151249957392656,2.73144641383893,-1.243865442608124,-0.07312866751143271,-2.9045663890448714,-0.5311448373600133,0.010751905,1.677924387211372,0.0,7
1.700763430627915,2.536268900533774,-1.5352117183275276,0.1662224725774113,-2.2124716191205844,-0.669952221351177,0.010751905,1.6499838026691207,0.0,7
1.2385758436210064,1.552931000318338,-1.3409304578923296,2.0628198559155857,-2.4573479321158525,0.07521389530075051,1.096994318370268,0.2554869939875724,0.0,7
1.9485025105314686,2.058988463570827,-1.0349574660150795,1.0737443307611731,-3.1020851129162827,0.11972620107042065,0.8556477601380278,0.5321172883732301,0.0,7
0.6195030578421556,1.7998908888109388,-1.9422168704232954,1.2531834849463293,-1.0751073100564996,-0.5491613484561619,0.493014162899966,0.9454948195630625,0.0,7
2.021387415129486,0.46147322082334363,-0.24456141434395262,0.041927738413905846,-0.9479612575832226,0.1389350538555721,0.4141163299235813,0.0,0.0,7
1.8384414146107964,2.588511619222968,-1.4572277269045202,0.10215590021541444,-2.3977230436270873,-0.6327979662782811,0.010751905,1.6574625950439896,0.0,7
0.9661307176066162,0.7847201865170136,-0.13978905733308974,1.0973862307253603,-1.3686841048954206,1.1743497591034993,-1.7431996703357782,0.9925712096556174,0.0,7
0.5426959476886692,1.263142639378831,-0.3060520790370873,1.9110048068630563,-2.1514667203325906,1.6092390319604193,-2.2435725544493064,1.3329551769054584,0.0,7
1.9163365986057799,1.9865008325065934,-1.0151973012924587,1.1966384503206766,-3.11750212949457,0.18731796929750044,0.944801078012602,0.41099283066634373,0.0,7
1.9164903715907111,1.0878681833800292,-0.5891276984072068,0.8116375828381036,-2.036065329700406,0.27494803634768256,0.822155346766549,0.0,0.0,7
0.6359009346216353,0.9589306307856035,-0.1506405413323448,1.509403810531991,-1.6289663514365937,1.502437861652356,-2.341781834158609,1.291055089524852,0.0,7
0.7018558462482622,1.7957755658760328,-1.8732895149151945,1.2781767669882167,-1.2203514140877214,-0.482192163719286,0.5453160828596424,0.8799355081209868,0.0,7
1.8211631811853664,1.7720223627205858,-0.956730362447794,1.5602610756133175,-3.163118437764412,0.38731042051484427,1.2085904571570256,0.052606331325338415,0.0,7
1.7798513241401408,0.3554474931416889,-0.11304986966247232,0.08213196773244724,-0.72732151908945,0.36590647640106955,-0.2682308259047592,0.2570758174101524,0.0,7
1.1548753589133125,2.2402760438023446,-1.8318890341125327,0.6143869656838445,-1.4907417301909618,-0.8112994961428359,-0.02793657295948329,1.6395221279967211,0.3270939029119896,7
2.0770420043796314,2.3486592003674307,-1.1139218547030152,0.5826421987405254,-3.04047655314033,-0.15037998140881553,0.49937860224948727,1.0161476035169517,0.0,7
2.107208241319344,2.629392554269634,-1.1445350215195285,0.06077353138969266,-2.880332189800597,-0.3451201684090033,-0.21163724828318609,1.6763329432896896,0.0,7
1.5724416264460261,0.4648650485611193,-0.11986543607042523,0.3409106911410522,-0.8907987850776149,0.5719710340905524,-0.6441864545017983,0.444546646754034,0.0,7
1.8829672067895824,2.2411310393195403,-1.6648664677830556,0.43600876154607665,-1.7278559357427585,-0.7317242023024098,-0.04893835157592006,1.6669383692477666,0.0,7
2.0616921297179687,2.3140674233978427,-1.104492118885583,0.6412884244794953,-3.0478336979550087,-0.1181245560739837,0.5419234011722612,0.958345877001071,0.0,7
